,Reporter,Partner,Trade Value (US$),expor,TradeValue,Weight,Type
3044,Ireland,Saint Pierre and Miquelon,13456.0,,13456.0,13456.0,Directed
3045,Ireland,Tajikistan,47.0,,47.0,47.0,Directed
3046,Ireland,Thailand,33867252.0,,33867252.0,33867252.0,Directed
3047,Ireland,Senegal,178195.0,,178195.0,178195.0,Directed
3048,Ireland,FS Micronesia,161.0,,161.0,161.0,Directed
3049,Ireland,Rep. of Moldova,61348.0,7602.0,34475.0,34475.0,Directed
3050,Ireland,Nepal,3678.0,,3678.0,3678.0,Directed
3051,Ireland,Lebanon,18009.0,,18009.0,18009.0,Directed
3052,Ireland,Indonesia,9185937.0,,9185937.0,9185937.0,Directed
3053,Ireland,Iran,9607.0,,9607.0,9607.0,Directed
3054,Ireland,Brunei Darussalam,78049.0,,78049.0,78049.0,Directed
3055,Ireland,Belgium,145871271.0,161405034.0,153638152.5,153638152.5,Directed
3056,Ireland,Albania,109940.0,,109940.0,109940.0,Directed
3057,Ireland,Israel,11429086.0,13696000.0,12562543.0,12562543.0,Directed
3058,Ireland,Grenada,4579.0,,4579.0,4579.0,Directed
3059,Ireland,Cameroon,641494.0,,641494.0,641494.0,Directed
3060,Ireland,Bosnia Herzegovina,179368.0,28911.0,104139.5,104139.5,Directed
3061,Ireland,Cambodia,4328825.0,,4328825.0,4328825.0,Directed
3062,Ireland,Gabon,206017.0,,206017.0,206017.0,Directed
3063,Ireland,Mali,3820.0,,3820.0,3820.0,Directed
3064,Ireland,"Other Asia, nes",54619395.0,,54619395.0,54619395.0,Directed
3065,Ireland,Lithuania,11598651.0,7879942.0,9739296.5,9739296.5,Directed
3066,Ireland,Pakistan,5875938.0,899599.0,3387768.5,3387768.5,Directed
3067,Ireland,Niger,1807.0,,1807.0,1807.0,Directed
3068,Ireland,Sierra Leone,32312.0,,32312.0,32312.0,Directed
3069,Ireland,South Africa,10331429.0,7787757.0,9059593.0,9059593.0,Directed
3070,Ireland,Uganda,22240.0,,22240.0,22240.0,Directed
3071,Ireland,Norway,34113481.0,31069255.0,32591368.0,32591368.0,Directed
3072,Ireland,Nigeria,38726.0,,38726.0,38726.0,Directed
3073,Ireland,Switzerland,216994976.0,96901194.0,156948085.0,156948085.0,Directed
3074,Ireland,Slovakia,4058041.0,6794457.0,5426249.0,5426249.0,Directed
3075,Ireland,Turkey,45707667.0,24810373.0,35259020.0,35259020.0,Directed
3076,Ireland,Uruguay,423004.0,41503.0,232253.5,232253.5,Directed
3077,Ireland,United Kingdom,1452223846.0,1568941845.0,1510582845.5,1510582845.5,Directed
3078,Ireland,China,557722597.0,,557722597.0,557722597.0,Directed
3079,Ireland,Georgia,99422.0,,99422.0,99422.0,Directed
3080,Ireland,Finland,17234217.0,16118933.0,16676575.0,16676575.0,Directed
3081,Ireland,Hungary,28150673.0,28201425.0,28176049.0,28176049.0,Directed
3082,Ireland,Italy,93136955.0,99506206.0,96321580.5,96321580.5,Directed
3083,Ireland,Lao People's Dem. Rep.,54752.0,,54752.0,54752.0,Directed
3084,Ireland,"Other Europe, nes",23487144.0,,23487144.0,23487144.0,Directed
3085,Ireland,Peru,869572.0,886462.0,878017.0,878017.0,Directed
3086,Ireland,Sudan,3358.0,,3358.0,3358.0,Directed
3087,Ireland,Spain,118494455.0,137131154.0,127812804.5,127812804.5,Directed
3088,Ireland,United Arab Emirates,1453151.0,,1453151.0,1453151.0,Directed
3089,Ireland,Ukraine,13741040.0,6221678.0,9981359.0,9981359.0,Directed
3090,Ireland,Bolivia,1746.0,,1746.0,1746.0,Directed
3091,Ireland,Afghanistan,8197.0,,8197.0,8197.0,Directed
3092,Ireland,Congo,14464.0,,14464.0,14464.0,Directed
3093,Ireland,Cyprus,428086.0,467895.0,447990.5,447990.5,Directed
3094,Ireland,Botswana,138.0,,138.0,138.0,Directed
3095,Ireland,Syria,161.0,,161.0,161.0,Directed
3096,Ireland,Iceland,1660679.0,990727.0,1325703.0,1325703.0,Directed
3097,Ireland,Jordan,46763.0,,46763.0,46763.0,Directed
3098,Ireland,Japan,190608490.0,79934446.0,135271468.0,135271468.0,Directed
3099,Ireland,Morocco,2557091.0,,2557091.0,2557091.0,Directed
3100,Ireland,Luxembourg,3766127.0,3310817.0,3538472.0,3538472.0,Directed
3101,Ireland,Nicaragua,224168.0,,224168.0,224168.0,Directed
3102,Ireland,Saudi Arabia,871205.0,,871205.0,871205.0,Directed
3103,Ireland,Togo,432.0,,432.0,432.0,Directed
3104,Ireland,Trinidad and Tobago,33718.0,,33718.0,33718.0,Directed
3105,Croatia,Albania,960968.0,,960968.0,960968.0,Directed
3106,Australia,Cabo Verde,10642.0,,10642.0,10642.0,Directed
3107,Australia,Tonga,101958.0,,101958.0,101958.0,Directed
3108,Australia,Kazakhstan,170674.0,,170674.0,170674.0,Directed
3109,Australia,Norfolk Isds,17677.0,,17677.0,17677.0,Directed
3110,Australia,Guyana,26194.0,79337.0,52765.5,52765.5,Directed
3111,Australia,Gabon,63698113.0,,63698113.0,63698113.0,Directed
3112,Australia,Dem.Rep. of the Congo,63137.0,,63137.0,63137.0,Directed
3113,Australia,Saint Helena,128419.0,,128419.0,128419.0,Directed
3114,Australia,Botswana,6302.0,,6302.0,6302.0,Directed
3115,Australia,Uzbekistan,18563.0,,18563.0,18563.0,Directed
3116,Australia,N. Mariana Isds,800.0,,800.0,800.0,Directed
3117,Australia,Sudan,8180.0,,8180.0,8180.0,Directed
3118,Australia,Timor-Leste,10193.0,,10193.0,10193.0,Directed
3119,Australia,Slovenia,10985299.0,8099260.0,9542279.5,9542279.5,Directed
3120,Australia,Mali,20827784.0,,20827784.0,20827784.0,Directed
3121,Australia,Kuwait,11516.0,,11516.0,11516.0,Directed
3122,Australia,Netherlands,140862276.0,235212837.0,188037556.5,188037556.5,Directed
3123,Australia,Denmark,76859181.0,56216679.0,66537930.0,66537930.0,Directed
3124,Australia,Estonia,10421262.0,10786465.0,10603863.5,10603863.5,Directed
3125,Australia,Madagascar,308824.0,,308824.0,308824.0,Directed
3126,Australia,Namibia,858193.0,133089.0,495641.0,495641.0,Directed
3127,Australia,El Salvador,237186.0,480652.0,358919.0,358919.0,Directed
3128,Australia,Belarus,462589.0,497700.0,480144.5,480144.5,Directed
3129,Australia,Solomon Isds,264969.0,,264969.0,264969.0,Directed
3130,Australia,Qatar,22870512.0,21614121.0,22242316.5,22242316.5,Directed
3131,Australia,Italy,317567594.0,204193307.0,260880450.5,260880450.5,Directed
3132,Australia,Palau,1464.0,,1464.0,1464.0,Directed
3133,Australia,Anguilla,3446.0,,3446.0,3446.0,Directed
3134,Australia,Spain,112050199.0,86996860.0,99523529.5,99523529.5,Directed
3135,Australia,Suriname,65412.0,,65412.0,65412.0,Directed
3136,Australia,Montserrat,2491.0,,2491.0,2491.0,Directed
3137,Australia,Rep. of Korea,456976574.0,,456976574.0,456976574.0,Directed
3138,Australia,Cuba,417367.0,,417367.0,417367.0,Directed
3139,Australia,China,4909210915.0,,4909210915.0,4909210915.0,Directed
3140,Australia,Nepal,119317.0,,119317.0,119317.0,Directed
3141,Australia,Greece,21152411.0,22307930.0,21730170.5,21730170.5,Directed
3142,Australia,Armenia,24544.0,,24544.0,24544.0,Directed
3143,Australia,Haiti,35244.0,,35244.0,35244.0,Directed
3144,Australia,Mauritius,237584.0,499239.0,368411.5,368411.5,Directed
3145,Australia,Serbia,1825074.0,1336105.0,1580589.5,1580589.5,Directed
3146,Australia,Slovakia,26605170.0,5964829.0,16284999.5,16284999.5,Directed
3147,Australia,Argentina,47412675.0,44077992.0,45745333.5,45745333.5,Directed
3148,Australia,Cameroon,53292.0,,53292.0,53292.0,Directed
3149,Australia,Côte d'Ivoire,566865.0,,566865.0,566865.0,Directed
3150,Australia,Mexico,177572462.0,37343597.0,107458029.5,107458029.5,Directed
3151,Australia,Sierra Leone,34380.0,,34380.0,34380.0,Directed
3152,Australia,United Rep. of Tanzania,277887.0,,277887.0,277887.0,Directed
3153,Australia,Pakistan,20199698.0,10565895.0,15382796.5,15382796.5,Directed
3154,Australia,Iceland,625924.0,855535.0,740729.5,740729.5,Directed
3155,Australia,Ghana,51241.0,,51241.0,51241.0,Directed
3156,Australia,Dominican Rep.,2822464.0,,2822464.0,2822464.0,Directed
3157,Australia,Jordan,1043417.0,,1043417.0,1043417.0,Directed
3158,Australia,Saudi Arabia,42571725.0,,42571725.0,42571725.0,Directed
3159,Australia,Latvia,17459144.0,1887948.0,9673546.0,9673546.0,Directed
3160,Australia,Afghanistan,82571.0,,82571.0,82571.0,Directed
3161,Australia,Bhutan,902.0,,902.0,902.0,Directed
3162,Australia,Honduras,2005287.0,,2005287.0,2005287.0,Directed
3163,Australia,Panama,369803.0,,369803.0,369803.0,Directed
3164,Australia,Bosnia Herzegovina,586639.0,549085.0,567862.0,567862.0,Directed
3165,Australia,Ecuador,924897.0,,924897.0,924897.0,Directed
3166,Australia,Antigua and Barbuda,1686.0,,1686.0,1686.0,Directed
3167,Australia,Bermuda,27578.0,,27578.0,27578.0,Directed
3168,Australia,Maldives,1175.0,,1175.0,1175.0,Directed
3169,Australia,Paraguay,95020.0,181836.0,138428.0,138428.0,Directed
3170,Australia,Uganda,154845.0,358680.0,256762.5,256762.5,Directed
3171,Australia,Uruguay,494172.0,276657.0,385414.5,385414.5,Directed
3172,Australia,Thailand,701567245.0,,701567245.0,701567245.0,Directed
3173,Australia,Niger,78784.0,,78784.0,78784.0,Directed
3174,Australia,French Polynesia,11431.0,,11431.0,11431.0,Directed
3175,Australia,Russian Federation,11162714.0,,11162714.0,11162714.0,Directed
3176,Australia,New Caledonia,570833.0,,570833.0,570833.0,Directed
3177,Australia,Albania,228993.0,,228993.0,228993.0,Directed
3178,Australia,Papua New Guinea,188707514.0,,188707514.0,188707514.0,Directed
3179,Australia,Cayman Isds,783.0,,783.0,783.0,Directed
3180,Australia,Somalia,5486.0,,5486.0,5486.0,Directed
3181,Australia,Seychelles,111135.0,,111135.0,111135.0,Directed
3182,Australia,Montenegro,3418.0,,3418.0,3418.0,Directed
3183,Australia,Nigeria,10537216.0,,10537216.0,10537216.0,Directed
3184,Australia,Venezuela,42078.0,,42078.0,42078.0,Directed
3185,Australia,Morocco,1730883.0,,1730883.0,1730883.0,Directed
3186,Australia,Iraq,30340.0,,30340.0,30340.0,Directed
3187,Australia,Cambodia,17044613.0,,17044613.0,17044613.0,Directed
3188,Australia,Trinidad and Tobago,33071.0,,33071.0,33071.0,Directed
3189,Australia,United Arab Emirates,156095539.0,,156095539.0,156095539.0,Directed
3190,Australia,Senegal,14633993.0,14578984.0,14606488.5,14606488.5,Directed
3191,Australia,Lithuania,15630839.0,6409462.0,11020150.5,11020150.5,Directed
3192,Australia,Lebanon,2448939.0,,2448939.0,2448939.0,Directed
3193,Australia,Viet Nam,268963060.0,,268963060.0,268963060.0,Directed
3194,Australia,Bangladesh,64793450.0,,64793450.0,64793450.0,Directed
3195,Australia,Austria,82470465.0,,82470465.0,82470465.0,Directed
3196,Australia,Bolivia,742330.0,979001.0,860665.5,860665.5,Directed
3197,Australia,Costa Rica,6228420.0,,6228420.0,6228420.0,Directed
3198,Australia,Mauritania,13634850.0,,13634850.0,13634850.0,Directed
3199,Australia,"China, Macao SAR",411900.0,,411900.0,411900.0,Directed
3200,Australia,Lesotho,29552.0,,29552.0,29552.0,Directed
3201,Australia,Swaziland,4719.0,,4719.0,4719.0,Directed
3202,Australia,New Zealand,381810069.0,304371496.0,343090782.5,343090782.5,Directed
3203,Australia,Canada,140646765.0,116990108.0,128818436.5,128818436.5,Directed
3204,Australia,Chile,14714601.0,,14714601.0,14714601.0,Directed
3205,Australia,Portugal,13726018.0,9562466.0,11644242.0,11644242.0,Directed
3206,Australia,Malta,1383241.0,,1383241.0,1383241.0,Directed
3207,Australia,Croatia,1550797.0,1763012.0,1656904.5,1656904.5,Directed
3208,Australia,Ethiopia,365262.0,,365262.0,365262.0,Directed
3209,Australia,Algeria,47497.0,,47497.0,47497.0,Directed
3210,Australia,Cyprus,2098162.0,1929138.0,2013650.0,2013650.0,Directed
3211,Australia,Malaysia,370994007.0,375215685.0,373104846.0,373104846.0,Directed
3212,Australia,Luxembourg,1555898.0,1749255.0,1652576.5,1652576.5,Directed
3213,Australia,Iran,1637820.0,,1637820.0,1637820.0,Directed
3214,Australia,South Africa,64439929.0,18527697.0,41483813.0,41483813.0,Directed
3215,Australia,Syria,362609.0,,362609.0,362609.0,Directed
3216,Australia,Guatemala,1665429.0,346399.0,1005914.0,1005914.0,Directed
3217,Australia,Turkey,55323149.0,38802441.0,47062795.0,47062795.0,Directed
3218,Australia,Nicaragua,706615.0,,706615.0,706615.0,Directed
3219,Australia,Japan,996049565.0,732588496.0,864319030.5,864319030.5,Directed
3220,Australia,Belize,882403.0,132050.0,507226.5,507226.5,Directed
3221,Australia,Singapore,368562498.0,650255896.0,509409197.0,509409197.0,Directed
3222,Australia,Georgia,103658.0,142617.0,123137.5,123137.5,Directed
3223,Australia,Barbados,136039.0,,136039.0,136039.0,Directed
3224,Australia,Colombia,5049380.0,3422804.0,4236092.0,4236092.0,Directed
3225,Australia,Cook Isds,247292.0,,247292.0,247292.0,Directed
3226,Australia,United Kingdom,330045594.0,323459041.0,326752317.5,326752317.5,Directed
3227,Australia,Oman,714240.0,,714240.0,714240.0,Directed
3228,Australia,Fiji,7240250.0,,7240250.0,7240250.0,Directed
3229,Australia,Bahrain,12425191.0,,12425191.0,12425191.0,Directed
3230,Australia,Germany,762919546.0,567561989.0,665240767.5,665240767.5,Directed
3231,Australia,Sweden,93161651.0,109918502.0,101540076.5,101540076.5,Directed
3232,Australia,Bulgaria,5108617.0,2537088.0,3822852.5,3822852.5,Directed
3233,Australia,Philippines,21589234.0,11071555.0,16330394.5,16330394.5,Directed
3234,Australia,Jamaica,59348.0,,59348.0,59348.0,Directed
3235,Australia,Brazil,49330151.0,25299158.0,37314654.5,37314654.5,Directed
3236,Australia,Tunisia,1541922.0,,1541922.0,1541922.0,Directed
3237,Australia,Poland,87451634.0,72441658.0,79946646.0,79946646.0,Directed
3238,Australia,Myanmar,2269450.0,1552597.0,1911023.5,1911023.5,Directed
3239,Australia,Lao People's Dem. Rep.,901150.0,,901150.0,901150.0,Directed
3240,Australia,Brunei Darussalam,65119404.0,,65119404.0,65119404.0,Directed
3241,Australia,Finland,69934070.0,56113137.0,63023603.5,63023603.5,Directed
3242,Australia,Indonesia,225909948.0,,225909948.0,225909948.0,Directed
3243,Australia,Kenya,1265653.0,1542049.0,1403851.0,1403851.0,Directed
3244,Australia,Nauru,48799.0,,48799.0,48799.0,Directed
3245,Australia,Ukraine,3994316.0,2535736.0,3265026.0,3265026.0,Directed
3246,Australia,Egypt,2663506.0,16920692.0,9792099.0,9792099.0,Directed
3247,Australia,Romania,10068408.0,4626939.0,7347673.5,7347673.5,Directed
3248,Australia,Ireland,107894317.0,76859251.0,92376784.0,92376784.0,Directed
3249,Australia,Hungary,49590916.0,15827303.0,32709109.5,32709109.5,Directed
3250,Australia,Peru,6273353.0,8467682.0,7370517.5,7370517.5,Directed
3251,Australia,Rep. of Moldova,215941.0,29140.0,122540.5,122540.5,Directed
3252,Australia,Dominica,3018.0,,3018.0,3018.0,Directed
3253,Australia,Czech Rep.,41094546.0,21035438.0,31064992.0,31064992.0,Directed
3254,Australia,TFYR of Macedonia,509418.0,577172.0,543295.0,543295.0,Directed
3255,Australia,Br. Virgin Isds,101017.0,,101017.0,101017.0,Directed
3256,Australia,Samoa,156272.0,,156272.0,156272.0,Directed
3257,Australia,Mongolia,10579.0,,10579.0,10579.0,Directed
3258,Australia,Sri Lanka,7566801.0,,7566801.0,7566801.0,Directed
3259,Australia,Falkland Isds (Malvinas),14837.0,,14837.0,14837.0,Directed
3260,Australia,"China, Hong Kong SAR",47487804.0,317143301.0,182315552.5,182315552.5,Directed
3261,Australia,"Other Asia, nes",255549959.0,,255549959.0,255549959.0,Directed
3262,Australia,Switzerland,176263957.0,176480541.0,176372249.0,176372249.0,Directed
3263,Australia,France,302974654.0,,302974654.0,302974654.0,Directed
3264,Australia,"Other Africa, nes",6378.0,,6378.0,6378.0,Directed
3265,Australia,Norway,19015461.0,14626468.0,16820964.5,16820964.5,Directed
3266,Australia,India,165694845.0,78757376.0,122226110.5,122226110.5,Directed
3267,Australia,United States of America,1992270807.0,1598100914.0,1795185860.5,1795185860.5,Directed
3268,Australia,Cocos Isds,760.0,,760.0,760.0,Directed
3269,Australia,Christmas Isds,2946.0,,2946.0,2946.0,Directed
3270,Paraguay,Georgia,28005.0,,28005.0,28005.0,Directed
3271,Paraguay,Singapore,28617063.0,216096.0,14416579.5,14416579.5,Directed
3272,Paraguay,Viet Nam,2826793.0,,2826793.0,2826793.0,Directed
3273,Paraguay,San Marino,6398.0,,6398.0,6398.0,Directed
3274,Paraguay,Saudi Arabia,795403.0,,795403.0,795403.0,Directed
3275,Paraguay,Latvia,4279.0,4210.0,4244.5,4244.5,Directed
3276,Paraguay,Luxembourg,90742.0,8256.0,49499.0,49499.0,Directed
3277,Paraguay,Malaysia,775368.0,222953.0,499160.5,499160.5,Directed
3278,Paraguay,Ukraine,93236.0,56040.0,74638.0,74638.0,Directed
3279,Paraguay,Egypt,2184004.0,223444.0,1203724.0,1203724.0,Directed
3280,Paraguay,Peru,313760.0,289550.0,301655.0,301655.0,Directed
3281,Paraguay,Romania,875927.0,16028.0,445977.5,445977.5,Directed
3282,Paraguay,Hungary,154336.0,76938.0,115637.0,115637.0,Directed
3283,Paraguay,Indonesia,1156335.0,,1156335.0,1156335.0,Directed
3284,Paraguay,Ireland,1281261.0,36647.0,658954.0,658954.0,Directed
3285,Paraguay,Finland,1183400.0,647655.0,915527.5,915527.5,Directed
3286,Paraguay,"Other Asia, nes",1373436.0,,1373436.0,1373436.0,Directed
3287,Paraguay,Netherlands,2222555.0,2826863.0,2524709.0,2524709.0,Directed
3288,Paraguay,Switzerland,10966675.0,420658.0,5693666.5,5693666.5,Directed
3289,Paraguay,Slovenia,6857.0,303310.0,155083.5,155083.5,Directed
3290,Paraguay,"Areas, nes",79122.0,,79122.0,79122.0,Directed
3291,Paraguay,Poland,826239.0,579630.0,702934.5,702934.5,Directed
3292,Paraguay,Tunisia,11233.0,,11233.0,11233.0,Directed
3293,Paraguay,Lebanon,60648.0,,60648.0,60648.0,Directed
3294,Paraguay,Lithuania,181622.0,,181622.0,181622.0,Directed
3295,Paraguay,Morocco,4407.0,,4407.0,4407.0,Directed
3296,Paraguay,Norway,284558.0,40138.0,162348.0,162348.0,Directed
3297,Paraguay,Trinidad and Tobago,6888.0,,6888.0,6888.0,Directed
3298,Paraguay,United Arab Emirates,11982866.0,,11982866.0,11982866.0,Directed
3299,Paraguay,Sweden,1563181.0,201378.0,882279.5,882279.5,Directed
3300,Paraguay,Philippines,68609.0,,68609.0,68609.0,Directed
3301,Paraguay,"China, Hong Kong SAR",3706583.0,5436792.0,4571687.5,4571687.5,Directed
3302,Paraguay,Mexico,5455790.0,3459339.0,4457564.5,4457564.5,Directed
3303,Paraguay,Israel,407528.0,92000.0,249764.0,249764.0,Directed
3304,Paraguay,Pakistan,397214.0,109151.0,253182.5,253182.5,Directed
3305,Paraguay,Honduras,5051.0,,5051.0,5051.0,Directed
3306,Paraguay,Slovakia,19728.0,17139.0,18433.5,18433.5,Directed
3307,Paraguay,Panama,880485.0,,880485.0,880485.0,Directed
3308,Paraguay,Serbia,224481.0,19401.0,121941.0,121941.0,Directed
3309,Paraguay,Turkey,2584543.0,2696472.0,2640507.5,2640507.5,Directed
3310,Paraguay,South Africa,259393.0,,259393.0,259393.0,Directed
3311,Paraguay,Nicaragua,2980.0,,2980.0,2980.0,Directed
3312,Paraguay,Japan,9098697.0,4826191.0,6962444.0,6962444.0,Directed
3313,Paraguay,French Polynesia,1997.0,,1997.0,1997.0,Directed
3314,Paraguay,Russian Federation,5217374.0,,5217374.0,5217374.0,Directed
3315,Paraguay,Thailand,1068536.0,,1068536.0,1068536.0,Directed
3316,Paraguay,Uruguay,5648083.0,5746994.0,5697538.5,5697538.5,Directed
3317,Paraguay,France,5460792.0,,5460792.0,5460792.0,Directed
3318,Paraguay,Rep. of Korea,8599461.0,,8599461.0,8599461.0,Directed
3319,Paraguay,Italy,5239824.0,5710131.0,5474977.5,5474977.5,Directed
3320,Paraguay,Greece,74963.0,319273.0,197118.0,197118.0,Directed
3321,Paraguay,Spain,5623268.0,5320085.0,5471676.5,5471676.5,Directed
3322,Paraguay,India,6930566.0,6325480.0,6628023.0,6628023.0,Directed
3323,Paraguay,New Zealand,72627.0,26601.0,49614.0,49614.0,Directed
3324,Paraguay,Portugal,232608.0,337642.0,285125.0,285125.0,Directed
3325,Paraguay,Malta,2128.0,,2128.0,2128.0,Directed
3326,Paraguay,Germany,10787913.0,9093630.0,9940771.5,9940771.5,Directed
3327,Paraguay,United Kingdom,3314901.0,1433458.0,2374179.5,2374179.5,Directed
3328,Paraguay,Oman,889951.0,,889951.0,889951.0,Directed
3329,Paraguay,United States of America,35405954.0,38413083.0,36909518.5,36909518.5,Directed
3330,Argentina,Australia,10251428.0,8774915.0,9513171.5,9513171.5,Directed
3331,Argentina,Austria,9899839.0,,9899839.0,9899839.0,Directed
3332,Argentina,Belgium,30877172.0,33012921.0,31945046.5,31945046.5,Directed
3333,Argentina,Canada,27618404.0,4685020.0,16151712.0,16151712.0,Directed
3334,Argentina,China,410092476.0,,410092476.0,410092476.0,Directed
3335,Argentina,France,63607614.0,,63607614.0,63607614.0,Directed
3336,Argentina,Germany,208580492.0,130881193.0,169730842.5,169730842.5,Directed
3337,Argentina,Hungary,19085837.0,11138232.0,15112034.5,15112034.5,Directed
3338,Argentina,Ireland,27255997.0,9513626.0,18384811.5,18384811.5,Directed
3339,Argentina,Israel,5021867.0,11982000.0,8501933.5,8501933.5,Directed
3340,Argentina,Italy,62850242.0,33703156.0,48276699.0,48276699.0,Directed
3341,Argentina,Japan,47841145.0,21591289.0,34716217.0,34716217.0,Directed
3342,Argentina,Rep. of Korea,32917121.0,,32917121.0,32917121.0,Directed
3343,Argentina,Mexico,80405925.0,31197386.0,55801655.5,55801655.5,Directed
3344,Argentina,"Other Asia, nes",21238631.0,,21238631.0,21238631.0,Directed
3345,Argentina,Netherlands,27732158.0,31622100.0,29677129.0,29677129.0,Directed
3346,Argentina,Paraguay,145416331.0,205485867.0,175451099.0,175451099.0,Directed
3347,Argentina,Poland,13715565.0,4079457.0,8897511.0,8897511.0,Directed
3348,Argentina,Portugal,6791969.0,4052361.0,5422165.0,5422165.0,Directed
3349,Argentina,Romania,3408283.0,432977.0,1920630.0,1920630.0,Directed
3350,Argentina,India,43880373.0,41562096.0,42721234.5,42721234.5,Directed
3351,Argentina,Slovakia,3581994.0,1103981.0,2342987.5,2342987.5,Directed
3352,Argentina,Spain,63836200.0,36353673.0,50094936.5,50094936.5,Directed
3353,Argentina,Sweden,15427037.0,7466742.0,11446889.5,11446889.5,Directed
3354,Argentina,Switzerland,49826290.0,60524195.0,55175242.5,55175242.5,Directed
3355,Argentina,Thailand,80251662.0,,80251662.0,80251662.0,Directed
3356,Argentina,Turkey,15966352.0,5202787.0,10584569.5,10584569.5,Directed
3357,Argentina,United Kingdom,21951381.0,20164126.0,21057753.5,21057753.5,Directed
3358,Argentina,United States of America,384400040.0,355215744.0,369807892.0,369807892.0,Directed
3359,Argentina,Uruguay,21388256.0,16458611.0,18923433.5,18923433.5,Directed
3360,Argentina,World,2894419335.0,,2894419335.0,2894419335.0,Directed
3361,Argentina,Albania,15312.0,,15312.0,15312.0,Directed
3362,Argentina,Bahrain,30046.0,,30046.0,30046.0,Directed
3363,Argentina,Bangladesh,815602.0,,815602.0,815602.0,Directed
3364,Argentina,Bolivia,71632207.0,70512850.0,71072528.5,71072528.5,Directed
3365,Argentina,Bosnia Herzegovina,277932.0,2947.0,140439.5,140439.5,Directed
3366,Argentina,Brazil,517953671.0,476827841.0,497390756.0,497390756.0,Directed
3367,Argentina,Bulgaria,1151570.0,453399.0,802484.5,802484.5,Directed
3368,Argentina,Myanmar,273766.0,,273766.0,273766.0,Directed
3369,Argentina,Belarus,1631022.0,4600.0,817811.0,817811.0,Directed
3370,Argentina,Cambodia,1050539.0,,1050539.0,1050539.0,Directed
3371,Argentina,Cameroon,3687.0,,3687.0,3687.0,Directed
3372,Argentina,Sri Lanka,737155.0,,737155.0,737155.0,Directed
3373,Argentina,Chile,29727135.0,,29727135.0,29727135.0,Directed
3374,Argentina,Colombia,20258064.0,9767607.0,15012835.5,15012835.5,Directed
3375,Argentina,Comoros,3315.0,,3315.0,3315.0,Directed
3376,Argentina,Costa Rica,2023142.0,,2023142.0,2023142.0,Directed
3377,Argentina,Croatia,277064.0,241189.0,259126.5,259126.5,Directed
3378,Argentina,Cuba,200531.0,,200531.0,200531.0,Directed
3379,Argentina,Cyprus,32094.0,95042.0,63568.0,63568.0,Directed
3380,Argentina,Czech Rep.,10451158.0,2039868.0,6245513.0,6245513.0,Directed
3381,Argentina,Denmark,11239556.0,5480744.0,8360150.0,8360150.0,Directed
3382,Argentina,Dominican Rep.,303608.0,,303608.0,303608.0,Directed
3383,Argentina,Ecuador,21939960.0,,21939960.0,21939960.0,Directed
3384,Argentina,El Salvador,219858.0,184827.0,202342.5,202342.5,Directed
3385,Argentina,Estonia,293683.0,18096939.0,9195311.0,9195311.0,Directed
3386,Argentina,Finland,10193711.0,4864848.0,7529279.5,7529279.5,Directed
3387,Argentina,Georgia,650.0,,650.0,650.0,Directed
3388,Argentina,Ghana,74872.0,,74872.0,74872.0,Directed
3389,Argentina,Greece,923073.0,601547.0,762310.0,762310.0,Directed
3390,Argentina,Guatemala,74386.0,36000.0,55193.0,55193.0,Directed
3391,Argentina,Haiti,39359.0,,39359.0,39359.0,Directed
3392,Argentina,Honduras,116767.0,,116767.0,116767.0,Directed
3393,Argentina,"China, Hong Kong SAR",431087.0,19616575.0,10023831.0,10023831.0,Directed
3394,Argentina,Iceland,31371.0,,31371.0,31371.0,Directed
3395,Argentina,Indonesia,17146632.0,,17146632.0,17146632.0,Directed
3396,Argentina,Iran,31287.0,,31287.0,31287.0,Directed
3397,Argentina,Iraq,664.0,,664.0,664.0,Directed
3398,Argentina,Côte d'Ivoire,124854.0,,124854.0,124854.0,Directed
3399,Argentina,Jamaica,754612.0,,754612.0,754612.0,Directed
3400,Argentina,Kazakhstan,62192.0,,62192.0,62192.0,Directed
3401,Argentina,Jordan,49099.0,,49099.0,49099.0,Directed
3402,Argentina,Kenya,17190.0,,17190.0,17190.0,Directed
3403,Argentina,Lao People's Dem. Rep.,104305.0,,104305.0,104305.0,Directed
3404,Argentina,Lesotho,7762.0,,7762.0,7762.0,Directed
3405,Argentina,Latvia,162236.0,491638.0,326937.0,326937.0,Directed
3406,Argentina,Lithuania,517646.0,124159.0,320902.5,320902.5,Directed
3407,Argentina,Luxembourg,750462.0,188359.0,469410.5,469410.5,Directed
3408,Argentina,"China, Macao SAR",128825.0,,128825.0,128825.0,Directed
3409,Argentina,Madagascar,3709.0,,3709.0,3709.0,Directed
3410,Argentina,Malaysia,17126923.0,5997511.0,11562217.0,11562217.0,Directed
3411,Argentina,Malta,79965.0,,79965.0,79965.0,Directed
3412,Argentina,Mauritius,4855.0,,4855.0,4855.0,Directed
3413,Argentina,Rep. of Moldova,1644.0,,1644.0,1644.0,Directed
3414,Argentina,Montenegro,4.0,,4.0,4.0,Directed
3415,Argentina,Morocco,26413924.0,,26413924.0,26413924.0,Directed
3416,Argentina,Oman,38060783.0,,38060783.0,38060783.0,Directed
3417,Argentina,Nepal,1226.0,,1226.0,1226.0,Directed
3418,Argentina,Curaçao,14385.0,,14385.0,14385.0,Directed
