,Uganda,Spain,Rep. of Korea,India,Italy,Greece,Iran,Cuba,China,Gambia,Australia,Belgium,Japan,Saint Vincent and the Grenadines,South Africa,Rwanda,Turkey,Dem.Rep. of the Congo,Niger,Papua New Guinea,Thailand,Russian Federation,Burundi,France,Qatar,Ukraine,Egypt,Romania,Kenya,Hungary,Indonesia,Ireland,Finland,Botswana,Nigeria,Norway,Morocco,Lithuania,Senegal,Lebanon,United Arab Emirates,Myanmar,Belarus,Denmark,Poland,Namibia,Burkina Faso,World,Angola,Kuwait,Mali,"Other Asia, nes",Netherlands,Switzerland,Slovenia,Turks and Caicos Isds,Swaziland,New Zealand,Portugal,Croatia,Ethiopia,Algeria,Canada,United States of America,United Kingdom,Chile,Austria,Bangladesh,Bahrain,Germany,Oman,Dem. People's Rep. of Korea,Colombia,Singapore,Mozambique,Viet Nam,Zimbabwe,Zambia,Ghana,Saudi Arabia,Malawi,Malaysia,Jordan,Iceland,Latvia,Luxembourg,South Sudan,Sweden,Philippines,Jamaica,"China, Hong Kong SAR",Brazil,Bulgaria,Sri Lanka,Cameroon,Czech Rep.,Benin,Côte d'Ivoire,Israel,Sierra Leone,Mexico,Pakistan,United Rep. of Tanzania,Djibouti,Argentina,Serbia,Mauritius,Slovakia,"Other Europe, nes","Areas, nes","North America and Central America, nes",Malta,Libya,Gibraltar,Eritrea,Cyprus,Ecuador,Uzbekistan,Costa Rica,Bolivia,San Marino,Tunisia,Afghanistan,Iraq,Bosnia Herzegovina,Rep. of Moldova,Sudan,Guatemala,Kazakhstan,Uruguay,TFYR of Macedonia,Peru,Barbados,Comoros,Estonia,Albania,Yemen,Venezuela,Cambodia,Georgia,Nicaragua,Dominican Rep.,Brunei Darussalam,Mauritania,Fiji,Saint Kitts and Nevis,Norfolk Isds,Trinidad and Tobago,"China, Macao SAR",Aruba,Mongolia,Seychelles,Panama,Antigua and Barbuda,Andorra,Lao People's Dem. Rep.,Haiti,Curaçao,Greenland,Congo,Paraguay,Lesotho,Kyrgyzstan,Saint Helena,Anguilla,Montenegro,Bahamas,Armenia,Gabon,Cook Isds,Nepal,Bermuda,Liberia,New Caledonia,Guinea-Bissau,Guyana,Honduras,Sint Maarten (Dutch part),Br. Virgin Isds,Tajikistan,Suriname,Dominica,Togo,Madagascar,El Salvador,American Samoa,Timor-Leste,Grenada,Montserrat,Belize,Saint Lucia,Cayman Isds,Saint-Barthélemy,Cabo Verde,Maldives,Sao Tome and Principe,Guinea,Central African Rep.,"Other Africa, nes",Special Categories,Turkmenistan,Azerbaijan,Marshall Isds,Tokelau,Tonga,Faeroe Isds,United States Minor Outlying Islands,Syria,Christmas Isds,State of Palestine,Somalia,Solomon Isds,Pitcairn,Chad,Nauru,French Polynesia,Br. Indian Ocean Terr.,Free Zones,Samoa,N. Mariana Isds,"Oceania, nes","South America, nes",Guam,Cocos Isds,Vanuatu,Bhutan,Fr. South Antarctic Terr.,Palau,Falkland Isds (Malvinas),ASEAN,Wallis and Futuna Isds,Kiribati,FS Micronesia,Tuvalu,Bouvet Island,Equatorial Guinea,Saint Pierre and Miquelon,Bunkers,"Bonaire, Saint Eustatius and Saba",Niue,Holy See (Vatican City State),Heard Island and McDonald Islands,Antarctica,Western Sahara,South Georgia and the South Sandwich Islands,EU-28
Uganda,0.000000,3338599.000000,3047408.000000,41085208.500000,3256894.500000,450584.500000,18000.000000,4454.000000,67877153.000000,4689202.000000,222193.500000,1710750.000000,11050984.000000,500.000000,7010315.500000,1055647.000000,3331967.000000,1332558.500000,235.000000,400.000000,3643883.000000,2255025.000000,6459.000000,4163217.000000,744517.500000,493279.000000,5603450.500000,28196.000000,25425213.500000,428931.500000,19581673.000000,632763.000000,263623.500000,228879.500000,315.000000,227046.000000,141955.000000,156421.000000,15397.000000,612471.000000,36899150.000000,1970.000000,33866.500000,360601.000000,836614.000000,2333300.500000,13469262.000000,405797706.000000,321.000000,36378.000000,107.000000,1712442.000000,10639211.500000,1146498.000000,50828.000000,7917.000000,2632352.000000,1710.000000,313132.000000,86903.000000,378683.000000,425.000000,1514544.000000,10336805.000000,3627118.000000,25399.000000,636864.000000,215004.000000,202876.000000,11735823.000000,1920155.000000,486370.000000,93376.500000,1084177.500000,26820.000000,443207.000000,1150.000000,260753.500000,6180.000000,18716838.000000,70837.000000,6088337.500000,11769.000000,337.000000,21764.000000,14459.000000,157001.000000,528162.500000,95028.000000,229.000000,1113474.500000,489979.000000,16400.000000,425068.000000,237.000000,362763.500000,558.000000,107912.000000,290515.500000,3567.000000,96705.000000,1721775.500000,19415641.000000,73557.000000,8652144.000000,68361.000000,362721.500000,183392.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53223.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2773663.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48997647.000000
Spain,3905051.500000,0.000000,214816618.000000,160286243.000000,1023474203.500000,75728609.000000,1972841.000000,10339354.000000,2369520683.000000,222270.000000,21373470.000000,483489710.500000,192583465.000000,0.000000,60819154.500000,24.000000,318287607.000000,7065757.000000,105630.000000,5633255.000000,80168651.000000,140274957.000000,0.000000,1556804475.000000,20403663.000000,153830758.000000,69295760.500000,74366160.500000,5018503.500000,102461291.000000,158117363.000000,148411270.500000,92066095.000000,6887.000000,233498520.000000,84446342.500000,236780224.000000,24384580.500000,13427285.000000,2076792.000000,26836433.000000,21924867.500000,898405.500000,115133008.000000,262716448.500000,15471399.000000,62.000000,18523596050.000000,23424579.000000,471796.000000,315536.000000,126357238.000000,924740948.000000,483612949.000000,23017393.500000,0.000000,58835.000000,10441941.000000,673261989.500000,22336743.000000,2526916.000000,169281656.000000,54221384.500000,969290508.000000,581977170.000000,84896286.000000,119013124.000000,233005522.000000,8468028.000000,2019191658.000000,1860469.000000,2500.000000,40254243.500000,22329588.000000,15682073.000000,135408594.000000,123846.000000,185000.000000,6655587.000000,166778282.000000,1189040.000000,72695649.500000,6602749.000000,32408879.500000,8540546.000000,18419648.000000,0.000000,180457205.500000,12492604.000000,112596.000000,72400693.000000,459409581.000000,45959223.500000,6986621.000000,3764285.000000,163392712.500000,62115.000000,24566338.000000,62922967.000000,551.000000,183369196.500000,43198002.000000,1582529.000000,0.000000,91817619.000000,8371642.500000,6016560.000000,61974698.500000,816687496.000000,780185.000000,0.000000,2800180.000000,12117516.000000,166475.000000,0.000000,13407422.000000,57084415.000000,45952.000000,19616470.000000,4538965.500000,569431.000000,52084184.000000,1628.000000,58647967.000000,1931216.000000,6227346.000000,343.000000,10112132.000000,49303888.000000,4782935.500000,1344009.000000,67236102.000000,159542.000000,486.000000,8538560.000000,6424401.000000,698704.000000,12267904.000000,42089923.000000,902863.000000,3439679.000000,9241268.000000,120.000000,14175461.000000,0.000000,0.000000,0.000000,56709813.000000,261410.000000,0.000000,1914.000000,3303371.000000,8926331.000000,14449.000000,2513889.000000,303493.000000,544031.000000,2672030.000000,295891.000000,22624529.000000,4762517.000000,0.000000,0.000000,0.000000,25.000000,510.000000,42608.000000,12067028.000000,2878364.000000,198.000000,44941.000000,434.000000,3436226.000000,4726236.000000,30546.000000,1917036.500000,3690118.000000,1058.000000,202771.000000,0.000000,2735.000000,5086.000000,693675.000000,4161320.000000,3710011.500000,0.000000,0.000000,0.000000,0.000000,1058954.500000,203.000000,1548.000000,2687.000000,4962449.000000,45254.000000,0.000000,17781352.000000,13.000000,0.000000,0.000000,1281.000000,48558943.000000,109.000000,4343.000000,0.000000,3441591.000000,0.000000,893308.000000,1066.000000,14363.000000,5.000000,0.000000,63.000000,0.000000,0.000000,1720.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.000000,10929.000000,265328.000000,0.000000,3391.000000,0.000000,7169520.000000,416255273.000000,0.000000,0.000000,80.000000,0.000000,0.000000,1148140.000000,0.000000,10632.000000,0.000000,100.000000,0.000000,0.000000,8465.000000,0.000000,9.000000,0.000000
Rep. of Korea,394773.000000,147051409.000000,0.000000,211214936.000000,284151447.000000,24766605.000000,0.000000,0.000000,0.000000,56474.000000,1350287759.000000,109157826.000000,3816132956.000000,0.000000,38717185.000000,0.000000,121776781.000000,612257.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,506909214.000000,31076575.000000,7623564.000000,28711535.000000,1354588.000000,31083473.000000,0.000000,48004071.000000,87429594.000000,0.000000,0.000000,94164431.000000,0.000000,6303972.000000,1837805.000000,0.000000,0.000000,26573765.000000,5287900.000000,65650146.000000,46973031.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,428152342.000000,207745825.000000,5503586.000000,0.000000,0.000000,92365590.000000,11227430.000000,624770.000000,0.000000,0.000000,285315847.000000,4118117145.000000,256322763.000000,0.000000,0.000000,0.000000,0.000000,1204785603.000000,0.000000,0.000000,68651121.000000,1147100593.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,550961027.000000,0.000000,720106.000000,6856067.000000,8257258.000000,0.000000,110809135.000000,115560709.000000,0.000000,599570466.000000,378774456.000000,5503085.000000,0.000000,0.000000,45882332.000000,0.000000,0.000000,56930000.000000,0.000000,235719110.000000,8236704.000000,0.000000,0.000000,45098024.000000,608485.000000,293767.000000,8777606.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1044542.000000,0.000000,1066280.000000,0.000000,12638.000000,0.000000,0.000000,0.000000,0.000000,366214.000000,104060.000000,0.000000,6996316.000000,0.000000,713307.000000,3470483.000000,84398016.000000,0.000000,0.000000,6233194.000000,0.000000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,179072.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283058.000000,0.000000,255783.000000,0.000000,0.000000,0.000000,0.000000,17950.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3545580.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23519.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4256857611.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3213753800.000000
India,4064818.000000,66419038.000000,817753312.000000,0.000000,167737076.000000,5417674.500000,20493832.000000,0.000000,3032549350.000000,72431.500000,452139753.500000,141242844.000000,456283435.000000,0.000000,143288123.500000,151001.000000,60530641.000000,1983020.000000,434811.000000,145266.000000,301750810.000000,357711757.000000,0.000000,143873381.000000,399792373.000000,98858172.000000,61696276.000000,6342089.500000,2474528.000000,11790784.500000,751680010.000000,16068170.000000,27986452.500000,17711.000000,451314009.000000,11406533.000000,82768171.000000,21064269.000000,25662667.500000,995789.000000,859893993.000000,44329610.000000,29181494.500000,23319009.500000,21408526.500000,127398.000000,966233.000000,17118381509.000000,127753208.000000,130794348.000000,410030.000000,200127972.000000,131821068.000000,132006029.500000,14208013.500000,0.000000,35471.000000,15919982.500000,4660313.000000,2299214.000000,2245658.000000,25998086.000000,181059672.000000,1337338600.000000,186834190.500000,65937445.000000,23395463.000000,7538545.000000,14208516.000000,456943848.500000,97064256.000000,63473.000000,86539849.000000,392474285.000000,48530245.000000,239961514.000000,0.000000,936975.000000,40296413.000000,965754435.000000,0.000000,216368420.500000,35714783.000000,280968.000000,1612973.000000,1659207.500000,246562.000000,43360436.500000,29275932.500000,62166.000000,368064725.500000,197880253.000000,5568576.500000,17399115.000000,1054911.000000,17234461.500000,25320430.000000,5214017.000000,59809581.500000,417529.000000,187751894.000000,105961.000000,25252826.000000,1209681.000000,151830510.000000,658973.500000,1603105.500000,1704057.000000,0.000000,2785516.000000,0.000000,452635.000000,339921.000000,0.000000,0.000000,371278.500000,1836128.000000,611772.000000,1490072.000000,3876.000000,13978.000000,9245677.000000,1413219.000000,643751321.000000,117616.000000,0.000000,14235787.000000,1066956.000000,148047679.000000,5691331.000000,2632845.000000,630204.000000,107031.000000,644466.000000,6189080.000000,113964.000000,72506.000000,68530419.000000,1737645.000000,202674.000000,113071.000000,1477320.000000,19510.000000,47127.000000,11630.000000,0.000000,0.000000,69537.000000,61934.000000,0.000000,0.000000,124772.000000,794325.000000,0.000000,0.000000,0.000000,309077.000000,136897.000000,0.000000,251628.000000,1585544.500000,9731.000000,18807.000000,0.000000,0.000000,330625.000000,78254.000000,0.000000,44348866.000000,0.000000,13210492.000000,0.000000,331119.000000,11414.000000,24254.000000,122351.000000,672606.000000,0.000000,1529359.000000,0.000000,1319789.000000,20066.000000,14814068.000000,5685019.000000,108596.000000,686855.000000,0.000000,38232.000000,0.000000,0.000000,32384.000000,0.000000,0.000000,126328.000000,1317.000000,0.000000,16984024.000000,0.000000,0.000000,0.000000,0.000000,114671482.000000,0.000000,0.000000,0.000000,0.000000,20379.000000,1648006.000000,0.000000,24549.000000,1033022.000000,1768485.000000,0.000000,31193.000000,0.000000,0.000000,0.000000,0.000000,89985.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2868733.000000,0.000000,0.000000,0.000000,1582564799.000000,0.000000,0.000000,0.000000,0.000000,0.000000,211657.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1323289565.000000
Italy,8794156.000000,1159653824.500000,258557282.000000,205402694.500000,0.000000,184770591.000000,4445334.000000,1052399.000000,2549357890.000000,1883758.000000,27317170.500000,1125725008.500000,268550382.500000,0.000000,62615449.500000,250758.500000,364813468.500000,9852357.000000,2734.000000,7938701.000000,125973596.000000,791780471.000000,41041.000000,2063330196.000000,99159676.500000,173525187.500000,100573386.000000,356405390.000000,1945888.500000,332597584.000000,163080489.000000,282321887.000000,111421993.500000,0.000000,114467869.000000,49962235.500000,37845216.000000,39631872.500000,4534063.000000,6850207.000000,59808106.000000,13315877.000000,5979970.500000,126035372.000000,467032745.000000,5730666.500000,192578.000000,25209920599.000000,55056.000000,933894.000000,22021.000000,153830038.000000,1481815902.500000,818481177.500000,188847712.000000,0.000000,413906.000000,12267301.500000,123460357.000000,114438858.500000,8494568.000000,222834662.000000,158164207.000000,1360928743.000000,561436017.500000,60995014.000000,556116073.000000,70652590.000000,7340011.000000,3673238185.000000,5662740.000000,0.000000,71314815.500000,47408651.000000,41893726.000000,173485325.000000,8216970.000000,3716565.000000,15596212.000000,204673755.000000,230901.000000,81993188.500000,1176783.000000,1188911.000000,10628164.000000,28155230.000000,0.000000,276773058.500000,13897163.000000,193547.000000,107869418.000000,274917598.000000,135777286.000000,27884913.000000,7624217.000000,483675098.500000,44999.000000,22702794.000000,52272107.000000,0.000000,75580713.000000,34688922.000000,1823874.000000,65031.000000,83520957.000000,63141359.000000,6330308.000000,131978253.000000,12916164.000000,75929811.000000,0.000000,14265460.000000,116963477.000000,0.000000,0.000000,3805042.000000,40969527.000000,441073.500000,17823090.000000,723227.500000,0.000000,69167123.000000,212083.000000,102610603.000000,32083614.500000,10762057.500000,482720.000000,13207655.000000,44234810.000000,14913691.500000,9239788.500000,39592979.000000,3228.000000,0.000000,10496715.500000,44014370.000000,668743.000000,5735411.000000,20345324.000000,1107614.000000,2327316.000000,5317113.000000,109238.000000,25972605.000000,0.000000,19708.000000,0.000000,1571392.000000,31912.000000,0.000000,915919.000000,4366512.000000,400269.000000,19888.000000,1604.000000,1297771.000000,0.000000,0.000000,0.000000,29524573.000000,9830247.500000,0.000000,31769.000000,0.000000,0.000000,289427.500000,578308.000000,1547809.000000,1880968.000000,0.000000,26123.000000,0.000000,271419.000000,0.000000,229237.000000,1155888.500000,4765837.000000,0.000000,0.000000,6904080.000000,0.000000,0.000000,717075.000000,2180976.000000,3483985.500000,0.000000,0.000000,7974.000000,0.000000,152457.500000,0.000000,21724.000000,0.000000,754048.000000,208854.000000,0.000000,536284.000000,294101.000000,0.000000,0.000000,222660.000000,341104535.500000,0.000000,0.000000,0.000000,0.000000,0.000000,181678.000000,0.000000,254148.000000,0.000000,6893304.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84132.000000,0.000000,0.000000,0.000000,0.000000,0.000000,891638.000000,0.000000,0.000000,0.000000,532208519.000000,3429.000000,0.000000,0.000000,0.000000,0.000000,652962.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Greece,242567.500000,127445155.000000,26084026.000000,21707523.000000,242161556.000000,0.000000,2650817.000000,1464233.000000,287025951.000000,88887.000000,1874009.500000,97464438.500000,12527292.000000,2052899.000000,4087557.500000,0.000000,86419086.000000,0.000000,0.000000,0.000000,9711876.000000,157054591.000000,0.000000,127397268.000000,4223407.000000,11727904.500000,41608454.000000,46836273.000000,65229.500000,35087794.000000,13333818.000000,28947100.000000,12514187.000000,78567.000000,459626.000000,40108697.000000,3272830.000000,2795200.000000,271155.000000,4250617.000000,5235827.000000,602452.500000,251514.000000,40097813.000000,75416616.000000,108776.000000,0.000000,3470419492.000000,0.000000,72632.000000,0.000000,11405268.000000,201224524.000000,45040172.000000,6800673.500000,0.000000,0.000000,3292253.000000,9073828.000000,4862745.500000,529301.000000,31504446.000000,4723704.500000,88572539.500000,71009053.500000,3102928.000000,40800621.000000,4552248.000000,5131.000000,434574815.000000,98508.000000,0.000000,1129696.500000,19166981.500000,2191178.000000,10368890.000000,151686.000000,11405.000000,2663351.000000,44261736.000000,140180.000000,5048594.500000,1306384.000000,373519.000000,2176473.000000,3943723.500000,0.000000,26747951.000000,590665.500000,109.000000,8209947.500000,18258369.500000,118247045.500000,102195.000000,390862.000000,28268665.500000,0.000000,270836.000000,19248663.500000,46201.000000,3192789.500000,3867986.500000,227703.000000,0.000000,17132032.500000,12471517.000000,2045244.000000,8694002.000000,0.000000,74349186.000000,0.000000,1113144.000000,32643.000000,801.000000,0.000000,22652432.000000,16521763.000000,26021.000000,1188014.000000,145100.500000,135255.000000,4128025.000000,0.000000,102195439.000000,1272338.000000,4687729.500000,1948414.000000,229984.000000,202311191.000000,465972.000000,13843439.500000,422129.000000,0.000000,63624.000000,1282394.000000,7720054.000000,94396.000000,1144727.000000,132793.000000,193996.000000,301492.000000,226890.000000,0.000000,653933.000000,0.000000,0.000000,0.000000,112369.000000,0.000000,0.000000,0.000000,0.000000,337633.000000,0.000000,0.000000,63607.000000,11163.000000,526.000000,0.000000,24330917.000000,95532.000000,0.000000,84846.000000,0.000000,0.000000,34851.500000,1195.000000,4581.000000,1496581.000000,0.000000,0.000000,0.000000,1158.000000,0.000000,0.000000,144364.000000,732004.000000,0.000000,0.000000,0.000000,0.000000,0.000000,720244.000000,89648.000000,444167.000000,0.000000,0.000000,0.000000,0.000000,153644.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46700.000000,0.000000,0.000000,2172.000000,10233293.000000,26234152.000000,4321.000000,0.000000,0.000000,22772.000000,0.000000,152651.000000,0.000000,141333.000000,0.000000,108598.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107598642.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43115.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Iran,0.000000,9992055.000000,0.000000,162456770.000000,32630297.000000,1009365.000000,0.000000,0.000000,0.000000,0.000000,376639.000000,10238822.000000,3386119.000000,0.000000,107424.000000,29452.000000,73794244.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,321428.000000,38874610.000000,42166.000000,35899.000000,1266333.000000,1463791.000000,0.000000,330898.000000,7669.000000,0.000000,0.000000,86021.000000,0.000000,254980.000000,0.000000,0.000000,0.000000,14400.000000,516600.000000,4211281.000000,2369534.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26848939.000000,4338648.000000,1804139.000000,0.000000,0.000000,34083.000000,4419211.000000,0.000000,0.000000,0.000000,388949.000000,1736319.000000,5268568.000000,0.000000,0.000000,0.000000,0.000000,148146100.000000,0.000000,0.000000,0.000000,642072.000000,0.000000,0.000000,0.000000,38669.000000,0.000000,0.000000,0.000000,27316053.000000,0.000000,0.000000,19986.000000,200274.000000,0.000000,1836649.000000,2857810.000000,0.000000,1343959.000000,51271040.000000,16386423.000000,0.000000,0.000000,1041517.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43383.000000,0.000000,1073902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54171.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,494097.000000,56626.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,492776.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8784582.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,461708.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56134823.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300735863.000000
Cuba,0.000000,41747492.000000,0.000000,54144.000000,13159341.000000,262342.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3489876.000000,1075354.000000,0.000000,3908.000000,0.000000,1998214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,279785.000000,100877.000000,0.000000,0.000000,17240.000000,0.000000,44156.000000,680468.000000,0.000000,0.000000,7931.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,111000.000000,54337.000000,11878648.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10066973.000000,450385.000000,0.000000,0.000000,0.000000,9870755.000000,3191699.000000,0.000000,0.000000,0.000000,24394123.000000,11779749.000000,331773.000000,0.000000,0.000000,0.000000,0.000000,25983732.000000,0.000000,0.000000,2381067.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15630.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23347341.000000,0.000000,0.000000,650583.000000,18232307.000000,0.000000,0.000000,0.000000,1254097.000000,0.000000,0.000000,0.000000,0.000000,16648267.000000,0.000000,0.000000,0.000000,34716358.000000,0.000000,0.000000,181067.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89177.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,836534.000000,0.000000,3389135.000000,0.000000,345737.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,159200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151985.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,124675.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1881779.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143864664.000000
